Problem Size, Plan Length, Total Time
23, 64, 128, 0.004532337188720703
23, 66, 132, 0.004485130310058594
23, 76, 152, 0.004499197006225586
23, 72, 144, 0.004405498504638672
23, 70, 140, 0.004076242446899414
23, 66, 132, 0.003787517547607422
23, 70, 140, 0.009332418441772461
23, 70, 140, 0.0042726993560791016
23, 58, 116, 0.003347158432006836
23, 74, 148, 0.004256010055541992
23, 60, 120, 0.0032775402069091797
23, 62, 124, 0.003620147705078125
23, 62, 124, 0.003459930419921875
23, 66, 132, 0.0037147998809814453
23, 56, 112, 0.0031828880310058594
23, 54, 108, 0.007431745529174805
23, 68, 136, 0.003922700881958008
23, 72, 144, 0.004124641418457031
23, 52, 104, 0.0034155845642089844
23, 68, 136, 0.004233360290527344
23, 66, 132, 0.0036101341247558594
23, 64, 128, 0.0036034584045410156
23, 54, 108, 0.002921581268310547
23, 70, 140, 0.003865480422973633
23, 70, 140, 0.006453514099121094
23, 62, 124, 0.0035126209259033203
23, 66, 132, 0.00442957878112793
23, 58, 116, 0.0033333301544189453
23, 64, 128, 0.003514528274536133
23, 60, 120, 0.0033919811248779297
23, 60, 120, 0.0037689208984375
23, 66, 132, 0.00400090217590332
23, 70, 140, 0.0055234432220458984
23, 62, 124, 0.0036773681640625
23, 56, 112, 0.003827810287475586
23, 72, 144, 0.004354238510131836
23, 48, 96, 0.0027604103088378906
23, 68, 136, 0.0038995742797851562
23, 48, 96, 0.002954721450805664
23, 66, 132, 0.0043048858642578125
23, 64, 128, 0.003606081008911133
23, 62, 124, 0.013960838317871094
23, 68, 136, 0.0042421817779541016
23, 60, 120, 0.003365755081176758
23, 60, 120, 0.003473997116088867
23, 46, 92, 0.0026314258575439453
23, 44, 88, 0.002523183822631836
23, 72, 144, 0.004485368728637695
23, 64, 128, 0.003789663314819336
23, 64, 128, 0.00412440299987793
23, 60, 120, 0.004311323165893555
23, 68, 136, 0.004020214080810547
23, 70, 140, 0.0043888092041015625
23, 70, 140, 0.004753828048706055
23, 60, 120, 0.0035333633422851562
23, 68, 136, 0.003941059112548828
23, 58, 116, 0.003356456756591797
23, 66, 132, 0.004451751708984375
23, 56, 112, 0.0050737857818603516
23, 76, 152, 0.004279136657714844
23, 54, 108, 0.0030994415283203125
23, 70, 140, 0.004930973052978516
23, 62, 124, 0.0037534236907958984
23, 70, 140, 0.004050016403198242
23, 56, 112, 0.0034322738647460938
23, 60, 120, 0.003583669662475586
23, 74, 148, 0.005897045135498047
24, 70, 140, 0.0041332244873046875
24, 72, 144, 0.004541158676147461
24, 56, 112, 0.0038483142852783203
24, 68, 136, 0.004422426223754883
24, 74, 148, 0.00413966178894043
24, 62, 124, 0.0040285587310791016
24, 56, 112, 0.003499746322631836
24, 70, 140, 0.006035327911376953
24, 60, 120, 0.003536701202392578
24, 70, 140, 0.0040187835693359375
24, 76, 152, 0.0045511722564697266
24, 82, 164, 0.004626035690307617
24, 74, 148, 0.004946231842041016
24, 80, 160, 0.004850149154663086
24, 72, 144, 0.005542755126953125
24, 64, 128, 0.0038247108459472656
24, 68, 136, 0.003926515579223633
24, 74, 148, 0.004528522491455078
24, 70, 140, 0.004159450531005859
24, 80, 160, 0.004766941070556641
24, 68, 136, 0.004030942916870117
24, 72, 144, 0.004353046417236328
24, 76, 152, 0.014925479888916016
24, 52, 104, 0.003062725067138672
24, 64, 128, 0.0037696361541748047
24, 68, 136, 0.003693103790283203
24, 54, 108, 0.0031270980834960938
24, 74, 148, 0.004099607467651367
24, 74, 148, 0.004509687423706055
24, 72, 144, 0.004332780838012695
24, 66, 132, 0.006962776184082031
24, 76, 152, 0.004320859909057617
24, 66, 132, 0.0046749114990234375
24, 64, 128, 0.0037755966186523438
24, 64, 128, 0.003587484359741211
24, 52, 104, 0.002851247787475586
24, 66, 132, 0.003996372222900391
24, 66, 132, 0.0044786930084228516
24, 58, 116, 0.006197929382324219
24, 76, 152, 0.004418373107910156
24, 78, 156, 0.005154609680175781
24, 62, 124, 0.0035965442657470703
24, 70, 140, 0.0040187835693359375
24, 70, 140, 0.0041964054107666016
24, 62, 124, 0.0036046504974365234
24, 70, 140, 0.004148721694946289
24, 70, 140, 0.005753755569458008
24, 64, 128, 0.0038957595825195312
24, 76, 152, 0.004962921142578125
24, 68, 136, 0.003882169723510742
24, 64, 128, 0.0036940574645996094
24, 56, 112, 0.004058122634887695
24, 72, 144, 0.0042264461517333984
24, 64, 128, 0.003653287887573242
24, 50, 100, 0.004182577133178711
24, 68, 136, 0.0045850276947021484
24, 78, 156, 0.0048410892486572266
24, 74, 148, 0.0043222904205322266
24, 72, 144, 0.004275798797607422
24, 66, 132, 0.0038764476776123047
24, 68, 136, 0.003885507583618164
24, 58, 116, 0.0032749176025390625
24, 58, 116, 0.0049250125885009766
24, 74, 148, 0.004672050476074219
24, 66, 132, 0.0037775039672851562
24, 74, 148, 0.004320859909057617
24, 72, 144, 0.004156351089477539
24, 74, 148, 0.004294395446777344
24, 68, 136, 0.003912448883056641
24, 70, 140, 0.00789642333984375
24, 70, 140, 0.009069681167602539
24, 62, 124, 0.0035736560821533203
24, 72, 144, 0.004866123199462891
24, 64, 128, 0.0037603378295898438
24, 68, 136, 0.003923654556274414
24, 76, 152, 0.004466533660888672
24, 72, 144, 0.004195213317871094
24, 68, 136, 0.003894805908203125
24, 74, 148, 0.005576372146606445
24, 56, 112, 0.003272533416748047
24, 70, 140, 0.0049533843994140625
24, 68, 136, 0.00401759147644043
24, 70, 140, 0.0040283203125
24, 70, 140, 0.004003286361694336
24, 64, 128, 0.0036482810974121094
24, 62, 124, 0.003575563430786133
24, 60, 120, 0.0047550201416015625
24, 64, 128, 0.0035789012908935547
24, 70, 140, 0.003916740417480469
24, 48, 96, 0.002788543701171875
24, 70, 140, 0.004072427749633789
24, 62, 124, 0.0034775733947753906
24, 78, 156, 0.004544496536254883
24, 68, 136, 0.0038421154022216797
24, 70, 140, 0.004041910171508789
24, 60, 120, 0.005048274993896484
24, 64, 128, 0.0036802291870117188
24, 64, 128, 0.00362396240234375
24, 56, 112, 0.0031735897064208984
24, 70, 140, 0.004003286361694336
25, 76, 152, 0.004518747329711914
25, 76, 152, 0.004529714584350586
25, 76, 152, 0.0044727325439453125
25, 76, 152, 0.0062334537506103516
25, 60, 120, 0.003597259521484375
25, 68, 136, 0.003945589065551758
25, 68, 136, 0.0039615631103515625
25, 78, 156, 0.004616737365722656
25, 68, 136, 0.004093170166015625
25, 76, 152, 0.004540920257568359
25, 76, 152, 0.00447392463684082
25, 74, 148, 0.0059354305267333984
25, 66, 132, 0.0038492679595947266
25, 76, 152, 0.004448890686035156
25, 76, 152, 0.004547834396362305
25, 74, 148, 0.0042688846588134766
25, 72, 144, 0.0042002201080322266
25, 72, 144, 0.004204750061035156
25, 66, 132, 0.01414632797241211
25, 74, 148, 0.004304170608520508
25, 74, 148, 0.004339933395385742
25, 66, 132, 0.003949165344238281
25, 76, 152, 0.004405975341796875
25, 70, 140, 0.004004478454589844
25, 72, 144, 0.004265546798706055
25, 74, 148, 0.00437164306640625
25, 74, 148, 0.005846500396728516
25, 64, 128, 0.003809213638305664
25, 62, 124, 0.003625154495239258
25, 80, 160, 0.004689931869506836
25, 60, 120, 0.003434419631958008
25, 66, 132, 0.0037949085235595703
25, 76, 152, 0.004282951354980469
25, 58, 116, 0.0034651756286621094
25, 68, 136, 0.005555868148803711
25, 76, 152, 0.004586696624755859
25, 72, 144, 0.004313230514526367
25, 74, 148, 0.004253864288330078
25, 64, 128, 0.003755331039428711
25, 74, 148, 0.004407644271850586
25, 66, 132, 0.0038170814514160156
25, 76, 152, 0.004316091537475586
25, 76, 152, 0.00637364387512207
25, 80, 160, 0.004765748977661133
25, 76, 152, 0.004289388656616211
25, 72, 144, 0.004133701324462891
25, 68, 136, 0.0039310455322265625
25, 68, 136, 0.003957986831665039
25, 60, 120, 0.003440380096435547
25, 76, 152, 0.00446009635925293
25, 66, 132, 0.0058650970458984375
25, 72, 144, 0.004170417785644531
25, 74, 148, 0.0042972564697265625
25, 84, 168, 0.004989147186279297
25, 70, 140, 0.004132747650146484
25, 64, 128, 0.0037565231323242188
25, 62, 124, 0.0035262107849121094
25, 82, 164, 0.013559579849243164
25, 74, 148, 0.004422664642333984
25, 68, 136, 0.004121065139770508
25, 70, 140, 0.0042111873626708984
25, 62, 124, 0.003695964813232422
25, 66, 132, 0.0038509368896484375
25, 76, 152, 0.0044727325439453125
25, 60, 120, 0.0034682750701904297
25, 66, 132, 0.005116939544677734
25, 68, 136, 0.003923892974853516
25, 54, 108, 0.003189563751220703
25, 60, 120, 0.0035691261291503906
25, 68, 136, 0.003973960876464844
25, 78, 156, 0.004535198211669922
25, 90, 180, 0.005441427230834961
25, 76, 152, 0.004531145095825195
25, 82, 164, 0.006920576095581055
25, 72, 144, 0.004266023635864258
25, 62, 124, 0.0037031173706054688
25, 76, 152, 0.004446268081665039
25, 72, 144, 0.004174709320068359
25, 80, 160, 0.0046656131744384766
25, 64, 128, 0.0037729740142822266
25, 58, 116, 0.0032906532287597656
25, 74, 148, 0.005896329879760742
25, 56, 112, 0.003224611282348633
25, 82, 164, 0.00481104850769043
25, 76, 152, 0.004425048828125
25, 66, 132, 0.003928422927856445
25, 74, 148, 0.00438380241394043
25, 64, 128, 0.003704547882080078
25, 74, 148, 0.004259586334228516
25, 60, 120, 0.005621910095214844
25, 84, 168, 0.005080699920654297
25, 70, 140, 0.004035234451293945
25, 66, 132, 0.0039522647857666016
25, 72, 144, 0.004367828369140625
25, 74, 148, 0.004349708557128906
25, 64, 128, 0.003721952438354492
25, 56, 112, 0.0032215118408203125
25, 60, 120, 0.012490272521972656
25, 68, 136, 0.003934144973754883
25, 78, 156, 0.004462242126464844
26, 56, 112, 0.0032968521118164062
26, 74, 148, 0.0044133663177490234
26, 68, 136, 0.004127025604248047
26, 66, 132, 0.0038216114044189453
26, 72, 144, 0.004216432571411133
26, 84, 168, 0.0064351558685302734
26, 72, 144, 0.004207611083984375
26, 72, 144, 0.007063150405883789
26, 76, 152, 0.004395484924316406
26, 68, 136, 0.004110574722290039
26, 58, 116, 0.003556489944458008
26, 78, 156, 0.004628896713256836
26, 72, 144, 0.0054247379302978516
26, 72, 144, 0.004429340362548828
26, 74, 148, 0.004385232925415039
26, 64, 128, 0.0037300586700439453
26, 72, 144, 0.004228353500366211
26, 74, 148, 0.004374265670776367
26, 70, 140, 0.0043201446533203125
26, 78, 156, 0.007945775985717773
26, 74, 148, 0.004650592803955078
26, 80, 160, 0.004801034927368164
26, 78, 156, 0.004593849182128906
26, 76, 152, 0.004642963409423828
26, 64, 128, 0.0038080215454101562
26, 84, 168, 0.004937410354614258
26, 68, 136, 0.004183530807495117
26, 72, 144, 0.010610580444335938
26, 72, 144, 0.004225730895996094
26, 70, 140, 0.004118204116821289
26, 80, 160, 0.004651308059692383
26, 76, 152, 0.004456520080566406
26, 72, 144, 0.0042874813079833984
26, 86, 172, 0.0053713321685791016
26, 68, 136, 0.007914543151855469
26, 80, 160, 0.00502777099609375
26, 64, 128, 0.0038537979125976562
26, 84, 168, 0.0050356388092041016
26, 86, 172, 0.0052297115325927734
26, 68, 136, 0.004190921783447266
26, 78, 156, 0.004732847213745117
26, 70, 140, 0.0068187713623046875
26, 74, 148, 0.004678964614868164
26, 66, 132, 0.003945827484130859
26, 70, 140, 0.00419926643371582
26, 68, 136, 0.004078865051269531
26, 74, 148, 0.004528522491455078
26, 58, 116, 0.003579854965209961
26, 78, 156, 0.014615774154663086
26, 50, 100, 0.0031585693359375
26, 82, 164, 0.005097866058349609
26, 54, 108, 0.0031692981719970703
26, 84, 168, 0.005032777786254883
26, 80, 160, 0.004675626754760742
26, 70, 140, 0.00421452522277832
26, 68, 136, 0.004085063934326172
26, 80, 160, 0.006643056869506836
26, 68, 136, 0.004074811935424805
26, 78, 156, 0.004709720611572266
26, 66, 132, 0.0039215087890625
26, 74, 148, 0.0044269561767578125
26, 78, 156, 0.0047228336334228516
26, 72, 144, 0.004347562789916992
26, 66, 132, 0.003920555114746094
26, 76, 152, 0.006094694137573242
26, 54, 108, 0.0034804344177246094
26, 82, 164, 0.005242586135864258
26, 78, 156, 0.004662513732910156
26, 70, 140, 0.004435539245605469
26, 80, 160, 0.004942178726196289
26, 78, 156, 0.00473785400390625
26, 64, 128, 0.004815340042114258
26, 86, 172, 0.00553131103515625
26, 66, 132, 0.004189729690551758
26, 72, 144, 0.004376411437988281
26, 78, 156, 0.00492405891418457
26, 84, 168, 0.00520777702331543
26, 46, 92, 0.002735614776611328
26, 78, 156, 0.005490303039550781
26, 84, 168, 0.0052852630615234375
26, 72, 144, 0.004532575607299805
26, 58, 116, 0.0036602020263671875
26, 70, 140, 0.004378557205200195
26, 92, 184, 0.005861759185791016
26, 64, 128, 0.003977537155151367
26, 84, 168, 0.013781309127807617
26, 74, 148, 0.0044476985931396484
26, 72, 144, 0.004518270492553711
26, 62, 124, 0.0038857460021972656
26, 74, 148, 0.004547834396362305
26, 78, 156, 0.004694938659667969
26, 78, 156, 0.004744052886962891
26, 86, 172, 0.0060405731201171875
26, 80, 160, 0.0047605037689208984
26, 72, 144, 0.004405975341796875
26, 72, 144, 0.004436016082763672
26, 86, 172, 0.005347251892089844
26, 74, 148, 0.004532337188720703
26, 76, 152, 0.004675149917602539
26, 60, 120, 0.004820108413696289
27, 84, 168, 0.005164384841918945
27, 78, 156, 0.0050847530364990234
27, 82, 164, 0.005097627639770508
27, 78, 156, 0.004790067672729492
27, 78, 156, 0.0047893524169921875
27, 82, 164, 0.005038738250732422
27, 86, 172, 0.006546735763549805
27, 84, 168, 0.005088090896606445
27, 86, 172, 0.00521397590637207
27, 82, 164, 0.0049169063568115234
27, 86, 172, 0.005284309387207031
27, 82, 164, 0.005083322525024414
27, 86, 172, 0.0065441131591796875
27, 74, 148, 0.004578828811645508
27, 78, 156, 0.004776954650878906
27, 78, 156, 0.004740476608276367
27, 86, 172, 0.005432844161987305
27, 86, 172, 0.00536036491394043
27, 78, 156, 0.004751682281494141
27, 86, 172, 0.0069217681884765625
27, 56, 112, 0.003656148910522461
27, 82, 164, 0.005108356475830078
27, 80, 160, 0.004842042922973633
27, 70, 140, 0.0042955875396728516
27, 86, 172, 0.0052678585052490234
27, 74, 148, 0.013259410858154297
27, 84, 168, 0.005344867706298828
27, 84, 168, 0.005187273025512695
27, 68, 136, 0.004250526428222656
27, 74, 148, 0.004549980163574219
27, 88, 176, 0.00538182258605957
27, 86, 172, 0.005208492279052734
27, 78, 156, 0.005544900894165039
27, 80, 160, 0.004814863204956055
27, 80, 160, 0.0047719478607177734
27, 74, 148, 0.004584074020385742
27, 76, 152, 0.004559516906738281
27, 76, 152, 0.004559040069580078
27, 72, 144, 0.004435300827026367
27, 62, 124, 0.0050776004791259766
27, 74, 148, 0.004480600357055664
27, 66, 132, 0.004112720489501953
27, 82, 164, 0.004950046539306641
27, 70, 140, 0.004164934158325195
27, 82, 164, 0.005125761032104492
27, 86, 172, 0.008957862854003906
27, 80, 160, 0.004854679107666016
27, 80, 160, 0.005031585693359375
27, 76, 152, 0.004622936248779297
27, 72, 144, 0.00435948371887207
27, 76, 152, 0.004665374755859375
27, 80, 160, 0.005017757415771484
27, 80, 160, 0.0049855709075927734
27, 74, 148, 0.005498409271240234
27, 70, 140, 0.004291057586669922
27, 78, 156, 0.004835367202758789
27, 62, 124, 0.0037322044372558594
27, 80, 160, 0.0050122737884521484
27, 88, 176, 0.005399227142333984
27, 84, 168, 0.005156040191650391
