Problem Size, Plan Length, Total Time
27, 78, 156, 0.006499290466308594
27, 52, 104, 0.0033566951751708984
27, 62, 124, 0.003980159759521484
27, 82, 164, 0.004994392395019531
27, 72, 144, 0.004406452178955078
27, 82, 164, 0.005128383636474609
27, 70, 140, 0.0042345523834228516
27, 80, 160, 0.021122455596923828
27, 66, 132, 0.004151344299316406
27, 68, 136, 0.004165172576904297
27, 90, 180, 0.00545048713684082
27, 66, 132, 0.004064321517944336
27, 78, 156, 0.004788398742675781
27, 82, 164, 0.005033969879150391
27, 88, 176, 0.005470752716064453
27, 74, 148, 0.00448155403137207
27, 82, 164, 0.004942417144775391
27, 78, 156, 0.004697322845458984
27, 86, 172, 0.0051648616790771484
27, 70, 140, 0.006012678146362305
27, 66, 132, 0.003983736038208008
27, 48, 96, 0.0030319690704345703
27, 66, 132, 0.004078865051269531
27, 76, 152, 0.004640817642211914
27, 68, 136, 0.004071950912475586
27, 78, 156, 0.004833221435546875
27, 80, 160, 0.004843235015869141
27, 82, 164, 0.0060918331146240234
27, 72, 144, 0.004436016082763672
27, 72, 144, 0.004384279251098633
27, 80, 160, 0.004857301712036133
27, 58, 116, 0.0036191940307617188
27, 80, 160, 0.00485539436340332
27, 74, 148, 0.004652261734008789
27, 76, 152, 0.006342649459838867
27, 74, 148, 0.004560232162475586
27, 78, 156, 0.0048525333404541016
27, 84, 168, 0.005074501037597656
27, 74, 148, 0.00452423095703125
27, 74, 148, 0.004698038101196289
28, 78, 156, 0.0048351287841796875
28, 78, 156, 0.006250619888305664
28, 84, 168, 0.005352973937988281
28, 68, 136, 0.004240989685058594
28, 84, 168, 0.005227088928222656
28, 82, 164, 0.005169391632080078
28, 84, 168, 0.005385637283325195
28, 92, 184, 0.014503002166748047
28, 84, 168, 0.0053784847259521484
28, 78, 156, 0.00495600700378418
28, 82, 164, 0.005205631256103516
28, 90, 180, 0.005632162094116211
28, 82, 164, 0.005105257034301758
28, 72, 144, 0.004555225372314453
28, 68, 136, 0.006188869476318359
28, 66, 132, 0.004171848297119141
28, 80, 160, 0.0050923824310302734
28, 80, 160, 0.005066871643066406
28, 82, 164, 0.004967451095581055
28, 82, 164, 0.004976987838745117
28, 88, 176, 0.006273984909057617
28, 86, 172, 0.0052165985107421875
28, 72, 144, 0.004502773284912109
28, 80, 160, 0.004990577697753906
28, 84, 168, 0.0052089691162109375
28, 82, 164, 0.00494694709777832
28, 90, 180, 0.005653858184814453
28, 88, 176, 0.006405830383300781
28, 78, 156, 0.004937171936035156
28, 78, 156, 0.004891395568847656
28, 78, 156, 0.004920244216918945
28, 82, 164, 0.005360126495361328
28, 84, 168, 0.005215883255004883
28, 86, 172, 0.005749702453613281
28, 88, 176, 0.005647182464599609
28, 82, 164, 0.005086183547973633
28, 60, 120, 0.003734111785888672
28, 82, 164, 0.005441188812255859
28, 84, 168, 0.005234241485595703
28, 78, 156, 0.004784107208251953
28, 82, 164, 0.00590825080871582
28, 72, 144, 0.004422426223754883
28, 86, 172, 0.0051763057708740234
28, 90, 180, 0.005645275115966797
28, 84, 168, 0.005379438400268555
28, 70, 140, 0.004522085189819336
28, 84, 168, 0.013315916061401367
28, 68, 136, 0.004314899444580078
28, 78, 156, 0.005093574523925781
28, 86, 172, 0.00558781623840332
28, 86, 172, 0.005631208419799805
28, 78, 156, 0.005181074142456055
28, 70, 140, 0.004493236541748047
28, 86, 172, 0.006438732147216797
28, 74, 148, 0.004695892333984375
28, 86, 172, 0.005289316177368164
28, 86, 172, 0.005414247512817383
28, 86, 172, 0.005295515060424805
28, 76, 152, 0.004961729049682617
28, 84, 168, 0.006165742874145508
28, 90, 180, 0.005614757537841797
28, 92, 184, 0.006005287170410156
28, 64, 128, 0.004220247268676758
28, 86, 172, 0.005745410919189453
28, 72, 144, 0.004662275314331055
28, 76, 152, 0.004838466644287109
28, 80, 160, 0.007217884063720703
28, 80, 160, 0.005372762680053711
28, 82, 164, 0.005206584930419922
28, 94, 188, 0.005972623825073242
28, 80, 160, 0.005110740661621094
28, 78, 156, 0.004959583282470703
28, 76, 152, 0.006316661834716797
28, 88, 176, 0.005769968032836914
28, 70, 140, 0.004521608352661133
28, 88, 176, 0.0059931278228759766
28, 90, 180, 0.0058786869049072266
28, 74, 148, 0.0048084259033203125
28, 80, 160, 0.006193399429321289
28, 82, 164, 0.005338430404663086
28, 86, 172, 0.009299516677856445
28, 86, 172, 0.005763530731201172
28, 86, 172, 0.005585908889770508
28, 94, 188, 0.013692855834960938
28, 58, 116, 0.003690958023071289
28, 82, 164, 0.005095243453979492
28, 82, 164, 0.005153656005859375
28, 72, 144, 0.004414796829223633
28, 64, 128, 0.0040683746337890625
28, 82, 164, 0.005151987075805664
28, 76, 152, 0.005647897720336914
28, 86, 172, 0.005326509475708008
28, 86, 172, 0.005487203598022461
28, 84, 168, 0.005275726318359375
28, 86, 172, 0.0053255558013916016
28, 80, 160, 0.00498652458190918
28, 80, 160, 0.004925251007080078
28, 78, 156, 0.0060307979583740234
28, 88, 176, 0.005613088607788086
28, 82, 164, 0.005107402801513672
29, 76, 152, 0.004786968231201172
29, 84, 168, 0.005458831787109375
29, 76, 152, 0.004858255386352539
29, 70, 140, 0.006123781204223633
29, 84, 168, 0.005227565765380859
29, 96, 192, 0.006098747253417969
29, 98, 196, 0.00637054443359375
29, 80, 160, 0.005459308624267578
29, 90, 180, 0.0059049129486083984
29, 72, 144, 0.0054018497467041016
29, 86, 172, 0.005747079849243164
29, 88, 176, 0.0057086944580078125
29, 90, 180, 0.005995512008666992
29, 80, 160, 0.0053708553314208984
29, 82, 164, 0.008716344833374023
29, 74, 148, 0.005804300308227539
29, 86, 172, 0.0055789947509765625
29, 84, 168, 0.005619525909423828
29, 76, 152, 0.0048258304595947266
29, 78, 156, 0.004861354827880859
29, 92, 184, 0.0058138370513916016
29, 90, 180, 0.014970779418945312
29, 86, 172, 0.005479574203491211
29, 72, 144, 0.004450082778930664
29, 78, 156, 0.004960060119628906
29, 74, 148, 0.00470280647277832
29, 78, 156, 0.0051517486572265625
29, 82, 164, 0.006225109100341797
29, 88, 176, 0.0055425167083740234
29, 98, 196, 0.006249427795410156
29, 80, 160, 0.004853963851928711
29, 86, 172, 0.005395650863647461
29, 80, 160, 0.0050051212310791016
29, 90, 180, 0.006081819534301758
29, 94, 188, 0.006439685821533203
29, 96, 192, 0.006158113479614258
29, 82, 164, 0.005240201950073242
29, 80, 160, 0.005002737045288086
29, 72, 144, 0.008604764938354492
29, 90, 180, 0.011364936828613281
29, 78, 156, 0.0049571990966796875
29, 80, 160, 0.005003452301025391
29, 76, 152, 0.004777193069458008
29, 90, 180, 0.005741596221923828
29, 78, 156, 0.0050890445709228516
29, 84, 168, 0.007859945297241211
29, 82, 164, 0.0053827762603759766
29, 84, 168, 0.0054357051849365234
29, 72, 144, 0.004579782485961914
29, 80, 160, 0.0050907135009765625
29, 68, 136, 0.0044744014739990234
29, 70, 140, 0.004410982131958008
29, 80, 160, 0.010422945022583008
29, 88, 176, 0.0056345462799072266
29, 98, 196, 0.006302833557128906
29, 82, 164, 0.005146980285644531
29, 90, 180, 0.005545854568481445
29, 78, 156, 0.013993978500366211
29, 82, 164, 0.005456447601318359
29, 80, 160, 0.005105257034301758
29, 78, 156, 0.0050678253173828125
29, 88, 176, 0.005472421646118164
29, 80, 160, 0.005133152008056641
29, 82, 164, 0.00540471076965332
29, 64, 128, 0.003957509994506836
29, 92, 184, 0.0059549808502197266
29, 98, 196, 0.006867647171020508
29, 94, 188, 0.006029605865478516
29, 90, 180, 0.010798454284667969
29, 78, 156, 0.004817008972167969
29, 84, 168, 0.005342245101928711
29, 84, 168, 0.0056841373443603516
29, 76, 152, 0.005013465881347656
29, 90, 180, 0.0057811737060546875
29, 82, 164, 0.005172252655029297
29, 96, 192, 0.009832382202148438
29, 86, 172, 0.0055887699127197266
29, 86, 172, 0.0056040287017822266
29, 78, 156, 0.0049784183502197266
29, 88, 176, 0.005773067474365234
29, 88, 176, 0.009809732437133789
29, 84, 168, 0.00564885139465332
29, 84, 168, 0.005186557769775391
29, 86, 172, 0.0053789615631103516
29, 92, 184, 0.006024837493896484
29, 72, 144, 0.004431486129760742
29, 88, 176, 0.005987405776977539
29, 90, 180, 0.005839347839355469
29, 84, 168, 0.00524449348449707
29, 86, 172, 0.005341529846191406
29, 82, 164, 0.0050427913665771484
29, 82, 164, 0.005077362060546875
29, 76, 152, 0.006000518798828125
29, 72, 144, 0.0047454833984375
29, 76, 152, 0.00490117073059082
29, 84, 168, 0.005281925201416016
29, 88, 176, 0.005724668502807617
29, 84, 168, 0.005220174789428711
29, 74, 148, 0.004628658294677734
29, 76, 152, 0.01434636116027832
30, 94, 188, 0.006226301193237305
30, 86, 172, 0.005781888961791992
30, 90, 180, 0.005803585052490234
30, 84, 168, 0.005469322204589844
30, 82, 164, 0.005350828170776367
30, 94, 188, 0.011482715606689453
30, 80, 160, 0.005117893218994141
30, 94, 188, 0.011403560638427734
30, 86, 172, 0.0057430267333984375
30, 80, 160, 0.005125999450683594
30, 82, 164, 0.005326509475708008
30, 96, 192, 0.006335258483886719
30, 80, 160, 0.007350444793701172
30, 86, 172, 0.005601406097412109
30, 96, 192, 0.0062558650970458984
30, 96, 192, 0.006740570068359375
30, 74, 148, 0.0048143863677978516
30, 80, 160, 0.005470991134643555
30, 78, 156, 0.005110263824462891
30, 80, 160, 0.005337953567504883
30, 98, 196, 0.006597280502319336
30, 74, 148, 0.005389690399169922
30, 92, 184, 0.00617527961730957
30, 96, 192, 0.006386518478393555
30, 96, 192, 0.0062215328216552734
30, 78, 156, 0.005067586898803711
30, 92, 184, 0.0072362422943115234
30, 84, 168, 0.00548863410949707
30, 104, 208, 0.007104158401489258
30, 86, 172, 0.005986452102661133
30, 96, 192, 0.006278276443481445
30, 90, 180, 0.014036893844604492
30, 98, 196, 0.006443023681640625
30, 90, 180, 0.005825996398925781
30, 78, 156, 0.00496673583984375
30, 74, 148, 0.0047533512115478516
30, 90, 180, 0.005913257598876953
30, 98, 196, 0.007896184921264648
30, 98, 196, 0.0065076351165771484
30, 102, 204, 0.007360935211181641
30, 100, 200, 0.0064699649810791016
30, 84, 168, 0.005505800247192383
30, 90, 180, 0.007398128509521484
30, 90, 180, 0.0059053897857666016
30, 90, 180, 0.00587773323059082
30, 88, 176, 0.005573272705078125
30, 84, 168, 0.0053255558013916016
30, 90, 180, 0.005674600601196289
30, 82, 164, 0.005846261978149414
30, 88, 176, 0.005800962448120117
30, 84, 168, 0.005278825759887695
30, 80, 160, 0.0051116943359375
30, 102, 204, 0.006750345230102539
30, 86, 172, 0.0058078765869140625
30, 86, 172, 0.006947755813598633
30, 96, 192, 0.0063686370849609375
30, 88, 176, 0.005718231201171875
30, 80, 160, 0.0050885677337646484
30, 88, 176, 0.005820035934448242
30, 86, 172, 0.006899833679199219
30, 92, 184, 0.006348133087158203
30, 82, 164, 0.005239963531494141
30, 78, 156, 0.005367755889892578
30, 96, 192, 0.006804943084716797
30, 82, 164, 0.005254030227661133
30, 80, 160, 0.014391422271728516
30, 94, 188, 0.006868124008178711
30, 90, 180, 0.005864381790161133
30, 44, 88, 0.0029931068420410156
30, 86, 172, 0.0061643123626708984
30, 88, 176, 0.005583286285400391
30, 84, 168, 0.005900859832763672
30, 90, 180, 0.006704568862915039
30, 56, 112, 0.0038268566131591797
30, 86, 172, 0.0055010318756103516
30, 104, 208, 0.007876157760620117
30, 84, 168, 0.005469560623168945
30, 94, 188, 0.007122039794921875
30, 92, 184, 0.006425142288208008
30, 88, 176, 0.005632877349853516
30, 86, 172, 0.006024360656738281
30, 100, 200, 0.006810426712036133
30, 94, 188, 0.009409904479980469
30, 92, 184, 0.005907297134399414
30, 78, 156, 0.004914283752441406
30, 78, 156, 0.005061149597167969
30, 80, 160, 0.005220890045166016
30, 84, 168, 0.005433082580566406
30, 90, 180, 0.007256746292114258
30, 96, 192, 0.00635218620300293
30, 86, 172, 0.00551295280456543
30, 82, 164, 0.006140947341918945
30, 92, 184, 0.0059010982513427734
30, 96, 192, 0.00653839111328125
30, 88, 176, 0.006630420684814453
30, 74, 148, 0.004808664321899414
30, 86, 172, 0.005880117416381836
30, 84, 168, 0.006280422210693359
30, 90, 180, 0.006371498107910156
30, 90, 180, 0.006772041320800781
31, 94, 188, 0.0064089298248291016
31, 92, 184, 0.006262540817260742
31, 104, 208, 0.0071942806243896484
31, 74, 148, 0.005171537399291992
31, 96, 192, 0.007386684417724609
31, 98, 196, 0.006619930267333984
31, 94, 188, 0.006334066390991211
31, 58, 116, 0.003954648971557617
31, 98, 196, 0.006468534469604492
31, 88, 176, 0.0058269500732421875
31, 80, 160, 0.006244659423828125
31, 88, 176, 0.0058557987213134766
31, 86, 172, 0.006106138229370117
31, 72, 144, 0.0050487518310546875
31, 98, 196, 0.006674051284790039
31, 84, 168, 0.006305694580078125
31, 86, 172, 0.006029844284057617
31, 92, 184, 0.011038780212402344
31, 108, 216, 0.007328987121582031
31, 84, 168, 0.0055844783782958984
31, 96, 192, 0.006555080413818359
31, 92, 184, 0.0065250396728515625
31, 92, 184, 0.006548881530761719
31, 96, 192, 0.006616830825805664
31, 92, 184, 0.0063076019287109375
31, 88, 176, 0.006074190139770508
31, 92, 184, 0.0061168670654296875
31, 90, 180, 0.009485483169555664
31, 96, 192, 0.006372690200805664
31, 96, 192, 0.006808042526245117
31, 102, 204, 0.006746053695678711
31, 84, 168, 0.0054013729095458984
31, 72, 144, 0.005044221878051758
31, 92, 184, 0.010165929794311523
31, 76, 152, 0.00509333610534668
31, 98, 196, 0.013944149017333984
31, 96, 192, 0.006433963775634766
31, 94, 188, 0.0073680877685546875
31, 98, 196, 0.0065860748291015625
31, 86, 172, 0.005602836608886719
31, 90, 180, 0.008186578750610352
31, 88, 176, 0.005733013153076172
31, 92, 184, 0.005936384201049805
31, 88, 176, 0.007119178771972656
31, 102, 204, 0.008862733840942383
31, 100, 200, 0.00704193115234375
31, 98, 196, 0.00641179084777832
31, 86, 172, 0.005503416061401367
31, 100, 200, 0.006531953811645508
31, 90, 180, 0.00925302505493164
31, 92, 184, 0.0066070556640625
31, 94, 188, 0.006105899810791016
31, 84, 168, 0.005592823028564453
31, 82, 164, 0.005252361297607422
31, 104, 208, 0.006846189498901367
31, 94, 188, 0.008966684341430664
31, 94, 188, 0.00621342658996582
31, 78, 156, 0.005239725112915039
31, 86, 172, 0.005575895309448242
31, 104, 208, 0.006844282150268555
31, 94, 188, 0.006278514862060547
31, 88, 176, 0.0067632198333740234
31, 82, 164, 0.0054852962493896484
31, 100, 200, 0.006594419479370117
31, 96, 192, 0.00624537467956543
31, 78, 156, 0.006310462951660156
31, 96, 192, 0.006325960159301758
31, 90, 180, 0.007330894470214844
31, 94, 188, 0.0060460567474365234
31, 88, 176, 0.005690097808837891
31, 90, 180, 0.006047487258911133
31, 90, 180, 0.013380289077758789
31, 90, 180, 0.008333683013916016
31, 88, 176, 0.0075838565826416016
31, 84, 168, 0.009351015090942383
31, 88, 176, 0.006052494049072266
31, 100, 200, 0.006559610366821289
31, 90, 180, 0.006888389587402344
31, 92, 184, 0.008207559585571289
31, 86, 172, 0.005551338195800781
31, 106, 212, 0.007989168167114258
31, 100, 200, 0.006557464599609375
31, 96, 192, 0.0062732696533203125
31, 94, 188, 0.0069425106048583984
31, 84, 168, 0.0055272579193115234
31, 82, 164, 0.00908041000366211
31, 84, 168, 0.005428314208984375
31, 92, 184, 0.005924224853515625
31, 92, 184, 0.006018161773681641
31, 82, 164, 0.005339145660400391
31, 78, 156, 0.005159616470336914
31, 92, 184, 0.006592273712158203
31, 94, 188, 0.006048440933227539
31, 96, 192, 0.006222248077392578
31, 88, 176, 0.005649089813232422
31, 84, 168, 0.005376100540161133
31, 106, 212, 0.0076673030853271484
31, 92, 184, 0.005993366241455078
31, 106, 212, 0.007021188735961914
31, 90, 180, 0.005804538726806641
32, 94, 188, 0.0062465667724609375
32, 66, 132, 0.004614114761352539
32, 100, 200, 0.015454530715942383
32, 92, 184, 0.0061185359954833984
32, 86, 172, 0.005544424057006836
32, 92, 184, 0.006219387054443359
32, 94, 188, 0.006207466125488281
32, 88, 176, 0.006272792816162109
32, 104, 208, 0.00696110725402832
32, 88, 176, 0.005785942077636719
32, 100, 200, 0.006590127944946289
32, 96, 192, 0.006261110305786133
32, 106, 212, 0.0069882869720458984
32, 102, 204, 0.008297204971313477
32, 96, 192, 0.006330251693725586
32, 112, 224, 0.007417917251586914
32, 94, 188, 0.009837627410888672
32, 102, 204, 0.007316112518310547
32, 106, 212, 0.0070912837982177734
32, 106, 212, 0.0071980953216552734
32, 94, 188, 0.006231069564819336
32, 98, 196, 0.006588935852050781
32, 106, 212, 0.007536649703979492
32, 102, 204, 0.00686335563659668
32, 70, 140, 0.004809141159057617
32, 90, 180, 0.005881309509277344
32, 94, 188, 0.0062940120697021484
32, 98, 196, 0.007886171340942383
32, 96, 192, 0.006270647048950195
32, 88, 176, 0.005966901779174805
32, 94, 188, 0.006305694580078125
32, 94, 188, 0.006371974945068359
32, 96, 192, 0.006829261779785156
32, 96, 192, 0.0063784122467041016
32, 96, 192, 0.006555318832397461
32, 94, 188, 0.006293535232543945
32, 94, 188, 0.006190061569213867
32, 102, 204, 0.014245986938476562
32, 80, 160, 0.005311012268066406
32, 100, 200, 0.006577253341674805
32, 100, 200, 0.006615161895751953
32, 104, 208, 0.007238626480102539
32, 96, 192, 0.006326198577880859
32, 92, 184, 0.0071523189544677734
32, 62, 124, 0.004210710525512695
32, 88, 176, 0.005733966827392578
32, 100, 200, 0.006506681442260742
32, 94, 188, 0.006119966506958008
32, 98, 196, 0.006986856460571289
32, 98, 196, 0.006494998931884766
32, 106, 212, 0.007223844528198242
32, 84, 168, 0.005583524703979492
32, 100, 200, 0.006796836853027344
32, 88, 176, 0.0058896541595458984
32, 102, 204, 0.00744938850402832
32, 102, 204, 0.00682377815246582
32, 92, 184, 0.0061798095703125
32, 86, 172, 0.0066263675689697266
32, 96, 192, 0.006167411804199219
32, 86, 172, 0.006270170211791992
32, 94, 188, 0.00852513313293457
32, 92, 184, 0.0062580108642578125
32, 88, 176, 0.0066106319427490234
32, 96, 192, 0.007750988006591797
32, 92, 184, 0.005929470062255859
32, 98, 196, 0.008783578872680664
32, 82, 164, 0.005372285842895508
32, 90, 180, 0.00763392448425293
32, 88, 176, 0.012692451477050781
32, 94, 188, 0.006094217300415039
32, 88, 176, 0.005903959274291992
32, 90, 180, 0.008233308792114258
32, 104, 208, 0.007158517837524414
32, 92, 184, 0.00719904899597168
32, 94, 188, 0.00750732421875
32, 80, 160, 0.005205869674682617
32, 92, 184, 0.007962226867675781
32, 76, 152, 0.005069255828857422
32, 100, 200, 0.008749246597290039
32, 106, 212, 0.009703636169433594
32, 80, 160, 0.006697177886962891
32, 90, 180, 0.005881071090698242
32, 96, 192, 0.007935285568237305
32, 86, 172, 0.006247520446777344
32, 90, 180, 0.005867481231689453
32, 102, 204, 0.009221315383911133
32, 96, 192, 0.006373882293701172
32, 96, 192, 0.008382797241210938
32, 106, 212, 0.007500648498535156
32, 112, 224, 0.010265350341796875
32, 96, 192, 0.007405281066894531
32, 100, 200, 0.006670236587524414
32, 104, 208, 0.007056713104248047
32, 86, 172, 0.007872343063354492
32, 92, 184, 0.006148815155029297
32, 88, 176, 0.005738973617553711
32, 96, 192, 0.006505012512207031
32, 102, 204, 0.007096529006958008
32, 106, 212, 0.007342815399169922
32, 96, 192, 0.006528615951538086
33, 110, 220, 0.00762486457824707
33, 106, 212, 0.014951467514038086
33, 78, 156, 0.005570411682128906
33, 88, 176, 0.006044864654541016
33, 92, 184, 0.006163597106933594
33, 106, 212, 0.0075223445892333984
33, 100, 200, 0.01056671142578125
33, 94, 188, 0.00667262077331543
33, 106, 212, 0.008588314056396484
33, 86, 172, 0.005870342254638672
33, 84, 168, 0.006601095199584961
33, 92, 184, 0.008953332901000977
33, 96, 192, 0.006558418273925781
33, 94, 188, 0.008026123046875
33, 94, 188, 0.006716728210449219
33, 96, 192, 0.007741689682006836
33, 86, 172, 0.0077745914459228516
33, 112, 224, 0.008014440536499023
33, 96, 192, 0.006784915924072266
33, 76, 152, 0.005706310272216797
33, 100, 200, 0.0070416927337646484
33, 90, 180, 0.006319522857666016
33, 108, 216, 0.007845878601074219
33, 96, 192, 0.007081508636474609
33, 100, 200, 0.008095502853393555
33, 98, 196, 0.006697893142700195
33, 98, 196, 0.006731510162353516
33, 78, 156, 0.005289316177368164
33, 100, 200, 0.0070972442626953125
33, 92, 184, 0.006494760513305664
33, 96, 192, 0.006917715072631836
33, 100, 200, 0.007272481918334961
33, 112, 224, 0.008070230484008789
33, 96, 192, 0.006753683090209961
33, 94, 188, 0.015339374542236328
33, 96, 192, 0.0069463253021240234
33, 112, 224, 0.007955789566040039
33, 108, 216, 0.007430315017700195
33, 86, 172, 0.007059574127197266
33, 92, 184, 0.009975671768188477
33, 98, 196, 0.007075309753417969
33, 96, 192, 0.006746768951416016
33, 98, 196, 0.006712675094604492
33, 98, 196, 0.008497953414916992
33, 104, 208, 0.007209062576293945
33, 98, 196, 0.006599903106689453
33, 118, 236, 0.008281469345092773
33, 102, 204, 0.00687718391418457
33, 102, 204, 0.00939631462097168
33, 68, 136, 0.0077631473541259766
33, 104, 208, 0.007193565368652344
33, 96, 192, 0.006964445114135742
33, 66, 132, 0.0045316219329833984
33, 92, 184, 0.00609588623046875
33, 102, 204, 0.009639501571655273
33, 100, 200, 0.006992340087890625
33, 106, 212, 0.008262157440185547
33, 104, 208, 0.007143497467041016
33, 88, 176, 0.005872249603271484
33, 108, 216, 0.01099395751953125
33, 106, 212, 0.0071451663970947266
33, 96, 192, 0.007035493850708008
33, 100, 200, 0.006837606430053711
33, 96, 192, 0.006478548049926758
33, 78, 156, 0.006323099136352539
33, 100, 200, 0.009609699249267578
33, 90, 180, 0.014587879180908203
33, 106, 212, 0.007151365280151367
33, 98, 196, 0.008298397064208984
33, 94, 188, 0.007138490676879883
33, 102, 204, 0.006919145584106445
33, 108, 216, 0.007497549057006836
33, 100, 200, 0.006691932678222656
33, 102, 204, 0.0070874691009521484
33, 90, 180, 0.007138490676879883
33, 94, 188, 0.007504940032958984
33, 108, 216, 0.007503986358642578
33, 94, 188, 0.006309986114501953
33, 100, 200, 0.007568836212158203
33, 104, 208, 0.008350372314453125
33, 102, 204, 0.010275840759277344
33, 92, 184, 0.006102561950683594
33, 78, 156, 0.005643129348754883
33, 88, 176, 0.00584101676940918
33, 100, 200, 0.0078122615814208984
33, 96, 192, 0.00989675521850586
33, 102, 204, 0.006949901580810547
33, 92, 184, 0.006588935852050781
33, 104, 208, 0.009729862213134766
33, 100, 200, 0.007823467254638672
33, 92, 184, 0.006166696548461914
33, 100, 200, 0.006775617599487305
33, 110, 220, 0.007445096969604492
33, 106, 212, 0.006964445114135742
33, 90, 180, 0.0060040950775146484
33, 96, 192, 0.010139226913452148
33, 96, 192, 0.00632786750793457
33, 86, 172, 0.0056231021881103516
33, 102, 204, 0.013411998748779297
33, 86, 172, 0.005629301071166992
34, 88, 176, 0.010736465454101562
34, 108, 216, 0.007783174514770508
34, 106, 212, 0.00733184814453125
34, 100, 200, 0.006756305694580078
34, 106, 212, 0.007996320724487305
34, 102, 204, 0.007723093032836914
34, 92, 184, 0.0062334537506103516
34, 94, 188, 0.009220123291015625
34, 92, 184, 0.006213665008544922
34, 100, 200, 0.006979227066040039
34, 108, 216, 0.008732795715332031
34, 106, 212, 0.00753021240234375
34, 110, 220, 0.008336544036865234
34, 92, 184, 0.006181955337524414
34, 114, 228, 0.007901191711425781
34, 106, 212, 0.012310504913330078
34, 104, 208, 0.007218837738037109
34, 104, 208, 0.0073010921478271484
34, 102, 204, 0.006951808929443359
34, 92, 184, 0.00629878044128418
34, 110, 220, 0.011946678161621094
34, 96, 192, 0.006579875946044922
34, 84, 168, 0.005869626998901367
34, 90, 180, 0.006089925765991211
34, 92, 184, 0.0062732696533203125
34, 106, 212, 0.015228748321533203
34, 102, 204, 0.007079124450683594
34, 102, 204, 0.007073879241943359
34, 96, 192, 0.006562232971191406
34, 96, 192, 0.006949901580810547
34, 118, 236, 0.012666940689086914
34, 112, 224, 0.007739067077636719
34, 98, 196, 0.006746530532836914
34, 110, 220, 0.007503986358642578
34, 88, 176, 0.006870746612548828
34, 86, 172, 0.005774497985839844
34, 84, 168, 0.0058133602142333984
34, 104, 208, 0.007340192794799805
34, 92, 184, 0.006252765655517578
34, 100, 200, 0.008661270141601562
34, 96, 192, 0.006471395492553711
34, 110, 220, 0.0078084468841552734
34, 82, 164, 0.005400896072387695
34, 98, 196, 0.006819486618041992
34, 110, 220, 0.008308649063110352
34, 88, 176, 0.0059108734130859375
34, 104, 208, 0.0070972442626953125
34, 98, 196, 0.006612539291381836
34, 94, 188, 0.00675511360168457
34, 100, 200, 0.007176637649536133
34, 110, 220, 0.007649898529052734
34, 110, 220, 0.0075185298919677734
34, 102, 204, 0.007021427154541016
34, 80, 160, 0.005799055099487305
34, 98, 196, 0.013691902160644531
34, 92, 184, 0.00626683235168457
34, 94, 188, 0.006513357162475586
34, 112, 224, 0.007856369018554688
34, 96, 192, 0.006760835647583008
34, 110, 220, 0.007555246353149414
34, 98, 196, 0.006716489791870117
34, 108, 216, 0.007421255111694336
34, 116, 232, 0.008371114730834961
34, 108, 216, 0.007446765899658203
34, 110, 220, 0.007736682891845703
34, 98, 196, 0.006655216217041016
34, 90, 180, 0.006375312805175781
34, 90, 180, 0.009929418563842773
34, 94, 188, 0.0064923763275146484
34, 102, 204, 0.007198810577392578
34, 110, 220, 0.007546424865722656
34, 106, 212, 0.0074422359466552734
34, 92, 184, 0.006374835968017578
34, 100, 200, 0.006931304931640625
34, 96, 192, 0.006764411926269531
34, 104, 208, 0.007076263427734375
34, 108, 216, 0.008787155151367188
34, 94, 188, 0.006540775299072266
34, 104, 208, 0.0072498321533203125
34, 106, 212, 0.00732731819152832
34, 104, 208, 0.007146596908569336
34, 102, 204, 0.007222175598144531
34, 104, 208, 0.007291078567504883
34, 74, 148, 0.005264997482299805
34, 104, 208, 0.007122039794921875
34, 104, 208, 0.007424116134643555
34, 82, 164, 0.005729198455810547
34, 78, 156, 0.0053637027740478516
34, 108, 216, 0.007371425628662109
34, 80, 160, 0.005387067794799805
34, 92, 184, 0.0063037872314453125
34, 112, 224, 0.01613306999206543
34, 100, 200, 0.0067768096923828125
34, 98, 196, 0.006897926330566406
34, 94, 188, 0.0063855648040771484
34, 104, 208, 0.007040500640869141
34, 98, 196, 0.007170677185058594
34, 78, 156, 0.005184650421142578
34, 80, 160, 0.005312681198120117
34, 106, 212, 0.007265329360961914
