Problem Size, Plan Length, Nodes Expanded, Total Time
29, 108, 1293, 0.0955166
29, 90, 1153, 0.0856739
29, 96, 1281, 0.0940978
29, 96, 592, 0.0678592
29, 94, 692, 0.0676584
29, 134, 610, 0.0576837
29, 88, 948, 0.0747125
29, 114, 429, 0.0557278
29, 98, 1307, 0.0994055
29, 140, 1152, 0.0836835
29, 98, 244, 0.0504581
29, 92, 1038, 0.0843389
29, 122, 684, 0.0696027
30, 204, 2255, 0.133491
30, 224, 2303, 0.145033
30, 104, 1022, 0.0846592
30, 144, 1391, 0.099387
30, 236, 5490, 0.266884
30, 130, 453, 0.0571666
30, 162, 1023, 0.0825037
30, 272, 9165, 0.495647
30, 114, 552, 0.0593199
30, 148, 1604, 0.110088
30, 182, 1168, 0.0928972
30, 112, 864, 0.0852794
30, 160, 1602, 0.110989
30, 108, 1398, 0.110772
30, 190, 1056, 0.0836758
30, 92, 1273, 0.0994384
30, 182, 1579, 0.109781
30, 92, 1402, 0.104307
30, 110, 1810, 0.119226
30, 194, 1540, 0.111599
30, 126, 1078, 0.0883052
30, 144, 1418, 0.109438
30, 122, 935, 0.0861177
30, 180, 1939, 0.127767
30, 114, 397, 0.0553068
30, 194, 979, 0.0809933
30, 184, 891, 0.0767486
30, 104, 1882, 0.124585
30, 102, 1416, 0.102191
30, 106, 2282, 0.14608
30, 128, 1303, 0.0985937
30, 232, 1347, 0.0978463
30, 182, 805, 0.0740324
30, 306, 5316, 0.281831
30, 82, 837, 0.0810885
30, 206, 1268, 0.093938
30, 302, 8435, 0.407385
30, 252, 2709, 0.151907
30, 434, 20153, 0.899762
30, 102, 1336, 0.102537
30, 252, 4193, 0.202258
30, 292, 6799, 0.306909
30, 152, 475, 0.0615121
30, 202, 1855, 0.119686
30, 106, 958, 0.0871888
30, 142, 1469, 0.10748
30, 104, 1394, 0.104535
30, 116, 1293, 0.0973598
30, 150, 1093, 0.085629
30, 136, 653, 0.064776
30, 136, 451, 0.0562814
30, 104, 1893, 0.127464
30, 240, 5377, 0.270765
30, 98, 1058, 0.0908807
30, 308, 14881, 0.637137
30, 168, 816, 0.0739186
30, 156, 788, 0.0725905
30, 206, 2348, 0.135894
30, 140, 1415, 0.108947
30, 132, 567, 0.0638201
30, 180, 798, 0.0702307
30, 120, 724, 0.0740861
30, 102, 1381, 0.10099
30, 110, 606, 0.0843547
30, 114, 581, 0.0710236
30, 184, 865, 0.0751807
30, 174, 831, 0.0775117
30, 94, 1024, 0.0867151
30, 184, 1057, 0.0820345
30, 98, 1446, 0.105758
30, 152, 686, 0.066907
30, 120, 1011, 0.0884002
30, 214, 2234, 0.132941
30, 118, 1533, 0.106186
30, 390, 9030, 0.393246
30, 134, 1351, 0.103483
30, 186, 4077, 0.216758
30, 114, 1259, 0.101496
30, 126, 568, 0.0623079
30, 160, 1312, 0.100838
30, 116, 4016, 0.22888
30, 348, 22039, 1.01994
30, 246, 2235, 0.129439
30, 102, 280, 0.0489366
30, 102, 865, 0.0800601
30, 118, 943, 0.0815712
30, 132, 1312, 0.0936042
30, 108, 1101, 0.0953505
30, 104, 926, 0.0855473
30, 164, 1128, 0.0951452
30, 96, 686, 0.073998
30, 102, 1093, 0.0945087
30, 110, 1397, 0.105322
30, 208, 1293, 0.0911077
30, 150, 1302, 0.0970533
30, 182, 1182, 0.0871962
30, 180, 886, 0.0797124
30, 98, 1665, 0.112798
30, 102, 1419, 0.11061
30, 204, 1208, 0.0885434
31, 244, 1643, 0.115469
31, 100, 1749, 0.125505
31, 96, 1078, 0.0930413
31, 152, 1320, 0.112828
31, 108, 1343, 0.118843
31, 184, 1114, 0.0954562
31, 106, 1897, 0.136246
31, 106, 1504, 0.116951
31, 138, 790, 0.0818483
31, 100, 811, 0.0875232
31, 198, 1435, 0.106446
31, 116, 1077, 0.0907266
31, 98, 884, 0.0952475
31, 134, 1330, 0.112595
31, 190, 940, 0.0787818
31, 172, 3077, 0.186756
31, 124, 1303, 0.103875
31, 184, 965, 0.0860222
31, 146, 1915, 0.131225
31, 114, 1827, 0.133599
31, 104, 1785, 0.125811
31, 100, 1251, 0.108178
31, 94, 1202, 0.0965765
31, 284, 8398, 0.446514
31, 106, 1205, 0.100279
31, 180, 1878, 0.13709
31, 152, 2060, 0.139503
31, 100, 1265, 0.103869
31, 108, 1234, 0.106478
31, 136, 853, 0.0926984
31, 122, 1346, 0.110976
31, 150, 871, 0.0757012
31, 158, 1101, 0.0939384
31, 178, 2179, 0.167739
31, 194, 1412, 0.109358
31, 170, 1156, 0.0863308
31, 132, 1427, 0.113132
31, 144, 1386, 0.115939
31, 144, 985, 0.0925706
31, 194, 1483, 0.103894
31, 104, 1429, 0.107506
31, 136, 1062, 0.100177
31, 208, 1900, 0.126164
31, 270, 5980, 0.302651
31, 110, 705, 0.0783059
31, 104, 1794, 0.131645
31, 134, 938, 0.0888941
31, 166, 1049, 0.0904756
31, 226, 2284, 0.145692
31, 124, 1201, 0.109379
31, 192, 2034, 0.132946
31, 102, 1414, 0.110354
31, 202, 1200, 0.0940347
31, 120, 1535, 0.12109
31, 184, 1454, 0.108542
31, 178, 980, 0.0853592
31, 104, 787, 0.0792597
31, 182, 1299, 0.106907
31, 184, 1885, 0.134518
31, 156, 1338, 0.108373
31, 100, 1416, 0.10661
31, 166, 934, 0.0845311
31, 314, 3944, 0.224008
31, 106, 1286, 0.102503
31, 140, 743, 0.0734547
31, 106, 1317, 0.106423
31, 98, 1511, 0.114168
31, 132, 838, 0.0800248
31, 174, 983, 0.104396
31, 236, 6857, 0.353285
31, 122, 1553, 0.115627
31, 220, 2255, 0.13566
31, 130, 1272, 0.107266
31, 146, 545, 0.0662264
31, 144, 1275, 0.10736
31, 330, 5017, 0.257475
31, 138, 2705, 0.161585
31, 112, 1145, 0.0991744
31, 176, 1616, 0.124869
31, 354, 13765, 0.632398
31, 102, 1094, 0.0966985
31, 196, 1058, 0.090214
31, 290, 3034, 0.163325
31, 160, 906, 0.0819461
31, 136, 1014, 0.0952305
31, 100, 1149, 0.097914
31, 186, 2075, 0.144469
31, 112, 822, 0.0849395
31, 194, 1250, 0.0979551
31, 140, 625, 0.0653896
31, 100, 1575, 0.115423
31, 166, 1218, 0.10104
31, 238, 5496, 0.301123
31, 132, 1207, 0.0967494
31, 120, 986, 0.0897736
31, 398, 40713, 1.84411
31, 280, 2480, 0.144756
31, 116, 1482, 0.114415
31, 154, 1481, 0.108527
31, 96, 1508, 0.109605
32, 148, 1091, 0.112149
32, 140, 1437, 0.116717
32, 120, 984, 0.103047
32, 158, 1229, 0.127291
32, 162, 1680, 0.130436
32, 132, 975, 0.100262
32, 186, 1288, 0.103202
32, 132, 528, 0.0730166
32, 174, 1246, 0.102569
32, 112, 2577, 0.186376
32, 128, 1295, 0.110612
32, 202, 2359, 0.17154
32, 240, 4241, 0.246038
32, 216, 2301, 0.148179
32, 112, 1828, 0.153689
32, 154, 1418, 0.118675
32, 176, 2354, 0.158567
32, 176, 2411, 0.176108
32, 204, 2820, 0.188926
32, 186, 1263, 0.113127
32, 228, 2450, 0.163765
32, 240, 5318, 0.307998
32, 272, 2671, 0.173078
32, 128, 750, 0.0819737
32, 112, 1810, 0.138773
32, 108, 1364, 0.115875
32, 296, 2942, 0.176631
32, 116, 1540, 0.121933
32, 162, 943, 0.0948636
32, 210, 2576, 0.170653
32, 92, 1912, 0.13817
32, 106, 1301, 0.116725
32, 232, 1729, 0.125856
32, 324, 8397, 0.432612
32, 214, 1259, 0.104135
32, 192, 1274, 0.105713
32, 114, 1550, 0.123218
32, 92, 638, 0.0762122
32, 162, 1701, 0.140673
32, 108, 1436, 0.122778
32, 312, 4116, 0.245261
32, 138, 1107, 0.105951
32, 120, 1191, 0.108288
32, 210, 1472, 0.126942
32, 188, 3779, 0.242928
32, 152, 1271, 0.115011
32, 146, 572, 0.073105
32, 110, 1729, 0.133966
32, 294, 2753, 0.194075
np.nan, np.nan, np.nan, np.nan
32, 92, 969, 0.0909748
32, 236, 1808, 0.126905
32, 144, 885, 0.0888607
32, 176, 796, 0.0830556
32, 172, 891, 0.0917068
32, 100, 1326, 0.119279
32, 124, 580, 0.0730943
32, 254, 3141, 0.183391
32, 196, 1823, 0.131627
32, 174, 1962, 0.151148
32, 108, 1660, 0.130711
32, 232, 2180, 0.137679
32, 100, 1281, 0.115129
32, 152, 859, 0.0846653
32, 114, 1811, 0.144434
32, 102, 1318, 0.112236
32, 100, 1451, 0.12728
32, 178, 1336, 0.108548
32, 118, 1128, 0.103527
32, 140, 1279, 0.105751
32, 96, 1186, 0.102643
32, 114, 2331, 0.161444
32, 106, 2111, 0.150779
32, 180, 941, 0.0877222
32, 104, 1385, 0.120447
32, 112, 1795, 0.140593
32, 90, 899, 0.0932546
32, 198, 2463, 0.167648
32, 118, 2197, 0.16854
32, 216, 1806, 0.135257
32, 158, 1391, 0.122092
32, 254, 9698, 0.510615
32, 94, 898, 0.0948848
32, 134, 1053, 0.101802
32, 222, 1442, 0.114796
32, 274, 6242, 0.351078
32, 102, 1267, 0.126723
32, 338, 5920, 0.321017
32, 104, 1798, 0.135883
32, 190, 1063, 0.0918615
32, 106, 1631, 0.13375
32, 112, 2102, 0.14857
32, 116, 794, 0.0887516
32, 182, 899, 0.0837644
32, 178, 1232, 0.109304
32, 246, 3591, 0.227078
32, 192, 1243, 0.105801
32, 332, 4313, 0.242557
32, 154, 1791, 0.136064
32, 110, 1910, 0.141271
33, 174, 4778, 0.285639
33, 170, 802, 0.0991609
33, 304, 5921, 0.360825
33, 158, 1849, 0.136428
33, 236, 1836, 0.147448
33, 142, 1593, 0.132889
33, 128, 1491, 0.131437
33, 254, 3474, 0.225551
33, 146, 754, 0.0860296
33, 176, 3460, 0.232306
33, 174, 1546, 0.137306
33, 122, 1665, 0.136802
33, 274, 6367, 0.369332
33, 122, 935, 0.104743
33, 198, 1086, 0.1054
33, 152, 1888, 0.152292
33, 326, 3228, 0.234379
33, 116, 1755, 0.146951
33, 162, 788, 0.0821838
33, 188, 947, 0.0945305
33, 118, 1936, 0.150072
33, 114, 1981, 0.155168
33, 190, 2410, 0.180486
33, 206, 1330, 0.112153
33, 104, 1976, 0.151265
33, 170, 1021, 0.104139
33, 140, 1236, 0.111264
33, 148, 624, 0.0900261
33, 128, 851, 0.101315
33, 126, 2786, 0.188467
33, 222, 3240, 0.211
33, 380, 13727, 0.715009
33, 140, 1370, 0.124398
33, 234, 2933, 0.196577
33, 176, 1365, 0.124022
33, 246, 2187, 0.162658
33, 120, 1373, 0.126935
33, 98, 1011, 0.10556
33, 220, 1939, 0.157363
33, 116, 1697, 0.142111
33, 162, 1715, 0.141263
33, 146, 2095, 0.163352
33, 130, 958, 0.0984843
33, 110, 1710, 0.140895
33, 200, 927, 0.0928975
33, 306, 3840, 0.231154
33, 182, 1749, 0.140133
33, 116, 2048, 0.157841
33, 162, 780, 0.0803468
33, 128, 2569, 0.200801
33, 160, 1182, 0.112646
33, 244, 1702, 0.135096
33, 170, 956, 0.0984396
33, 124, 2464, 0.173887
33, 254, 2568, 0.173054
33, 150, 1937, 0.153359
33, 284, 3473, 0.249806
33, 124, 841, 0.0990334
33, 206, 2517, 0.174096
33, 136, 1906, 0.150065
33, 110, 1370, 0.123183
33, 202, 1015, 0.097289
33, 326, 4555, 0.269745
33, 158, 1777, 0.148307
33, 126, 2028, 0.158317
33, 102, 1459, 0.122993
33, 130, 1821, 0.147851
33, 258, 2295, 0.150125
33, 180, 854, 0.0913939
33, 124, 2060, 0.1589
33, 236, 1984, 0.150956
33, 148, 769, 0.0912556
33, 212, 1549, 0.129806
33, 124, 507, 0.0726725
33, 102, 905, 0.101384
33, 212, 1478, 0.127069
33, 200, 1219, 0.107115
33, 194, 2286, 0.177927
33, 240, 1749, 0.13099
33, 126, 1699, 0.140043
33, 102, 1183, 0.112976
33, 160, 1677, 0.137531
33, 152, 1029, 0.0998052
33, 122, 2347, 0.205606
33, 112, 1980, 0.147386
33, 224, 2010, 0.149979
33, 330, 6044, 0.345785
33, 298, 4280, 0.26326
33, 114, 1922, 0.153919
33, 194, 1120, 0.104929
33, 106, 1880, 0.146093
33, 124, 2111, 0.161446
33, 198, 3261, 0.225333
33, 110, 1217, 0.112897
33, 184, 1950, 0.151149
33, 186, 2607, 0.185927
33, 120, 1063, 0.110882
33, 174, 1866, 0.154345
33, 128, 763, 0.0872363
33, 164, 2025, 0.161876
34, 136, 1981, 0.162998
34, 114, 1779, 0.155973
34, 134, 1346, 0.129674
34, 318, 4951, 0.2986
34, 112, 1068, 0.119106
34, 172, 1092, 0.107353
34, 162, 1414, 0.134545
34, 160, 1594, 0.139167
34, 104, 2136, 0.166258
34, 138, 1145, 0.118958
34, 264, 4925, 0.310674
34, 264, 3259, 0.237708
34, 230, 1456, 0.122106
34, 440, 8826, 0.506158
34, 226, 1299, 0.118429
34, 108, 1375, 0.132353
34, 346, 3625, 0.231348
34, 196, 9135, 0.526158
34, 238, 3394, 0.237156
34, 228, 6411, 0.415198
34, 120, 1884, 0.153338
34, 156, 1157, 0.123313
34, 184, 1176, 0.125058
34, 220, 6655, 0.405298
34, 220, 2037, 0.154142
34, 286, 2847, 0.19588
34, 174, 1137, 0.119614
34, 212, 1088, 0.119255
34, 112, 1839, 0.156729
34, 120, 2246, 0.178773
34, 316, 8051, 0.471565
34, 110, 1311, 0.125719
34, 222, 1864, 0.152087
34, 100, 1494, 0.1319
34, 206, 1754, 0.146523
34, 158, 1917, 0.156298
34, 266, 1999, 0.156528
34, 116, 1694, 0.147227
34, 218, 5731, 0.365297
34, 208, 6807, 0.415744
34, 122, 2831, 0.212213
34, 112, 877, 0.102863
34, 272, 2266, 0.170671
34, 132, 1859, 0.169359
34, 212, 1640, 0.158332
34, 256, 3980, 0.261595
34, 260, 2220, 0.174799
34, 320, 12956, 0.742454
34, 120, 1646, 0.149296
34, 114, 2284, 0.181114
34, 120, 2013, 0.170601
34, 168, 715, 0.0977538
34, 126, 1553, 0.145716
34, 232, 1487, 0.143467
34, 138, 1119, 0.11806
34, 100, 945, 0.106985
34, 276, 2720, 0.190372
34, 152, 712, 0.0857456
34, 198, 3774, 0.252033
34, 232, 3332, 0.236197
34, 254, 4966, 0.31609
34, 120, 2250, 0.176734
34, 182, 1535, 0.142636
34, 124, 1936, 0.158939
34, 174, 978, 0.103794
34, 106, 1620, 0.146554
34, 164, 1128, 0.109622
34, 116, 1915, 0.160796
34, 184, 1187, 0.112508
34, 124, 1925, 0.15994
34, 126, 1389, 0.137168
34, 110, 973, 0.105085
34, 206, 3312, 0.238735
34, 140, 635, 0.0861032
34, 172, 1033, 0.116868
34, 166, 871, 0.110644
34, 304, 3188, 0.210392
34, 134, 1549, 0.13687
34, 224, 1433, 0.12967
34, 176, 1310, 0.132746
34, 238, 1924, 0.147131
34, 256, 3732, 0.25591
34, 112, 1230, 0.123975
34, 112, 1417, 0.140419
34, 154, 1303, 0.132315
34, 124, 1447, 0.166143
34, 188, 858, 0.0958482
34, 204, 4044, 0.26548
34, 184, 1640, 0.14315
34, 178, 896, 0.101199
34, 298, 6876, 0.404928
34, 112, 1768, 0.155626
34, 158, 1731, 0.155046
34, 184, 1091, 0.105401
34, 108, 1808, 0.15815
34, 136, 1049, 0.114755
34, 114, 476, 0.0739328
34, 136, 632, 0.0831238
34, 128, 2322, 0.182646
34, 154, 977, 0.0994051
